corp_label,fy,rcept_no,report_nm,rcept_dt,설립첫해구분,성명,직위,등기임원여부,상근여부,담당업무_원문,주요경력,출생년월,성별,원문헤더,원문행,fetched_at,status,raw_path,raw_sha256
농협금융지주,2012,20130329002244,사업보고서 (2012.12),20130329,설립첫해(최소연도),김주하,상무,부,여,경영기획,금융기획부장,1955.05.,,성명 | 출생년월 | 직위 | 등기임원 여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,김주하 | 1955.05. | 상무 | 부 | 여 | 경영기획 | 금융기획부장 | - | - | 31년9개월 | 2013.12.31.,2026-09-22T11:43:25+09:00,000,raw/document/20130329002244.zip,54ca584a404958b9e52fb9a2f1b82d24bc6a04c8d9858acdfddb4aa287c9db22
농협금융지주,2012,20130329002244,사업보고서 (2012.12),20130329,설립첫해(최소연도),감광녕,상무,부,여,재무관리,서울대지점장,1956.10.,,성명 | 출생년월 | 직위 | 등기임원 여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,감광녕 | 1956.10. | 상무 | 부 | 여 | 재무관리 | 서울대지점장 | - | - | 26년10개월 | 2012.12.31.,2026-09-22T11:43:25+09:00,000,raw/document/20130329002244.zip,54ca584a404958b9e52fb9a2f1b82d24bc6a04c8d9858acdfddb4aa287c9db22
농협금융지주,2012,20130329002244,사업보고서 (2012.12),20130329,설립첫해(최소연도),김홍무,상무,부,여,리스크관리,리스크관리부장,1956.03.,,성명 | 출생년월 | 직위 | 등기임원 여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,김홍무 | 1956.03. | 상무 | 부 | 여 | 리스크관리 | 리스크관리부장 | - | - | 28년10개월 | 2013.12.31.,2026-09-22T11:43:25+09:00,000,raw/document/20130329002244.zip,54ca584a404958b9e52fb9a2f1b82d24bc6a04c8d9858acdfddb4aa287c9db22
농협금융지주,2012,20130329002244,사업보고서 (2012.12),20130329,설립첫해(최소연도),김사학,준법감시인,부,여,준법감시,비서실장,1955.02.,,성명 | 출생년월 | 직위 | 등기임원 여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·우선주 | 재직기간 | 임기만료일,김사학 | 1955.02. | 준법감시인 | 부 | 여 | 준법감시 | 비서실장 | - | - | 38년1개월 | 2012.12.31.,2026-09-22T11:43:25+09:00,000,raw/document/20130329002244.zip,54ca584a404958b9e52fb9a2f1b82d24bc6a04c8d9858acdfddb4aa287c9db22
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),김 한,회장,등기임원,상근,업무전반,- 서울대학교 기계공학과 졸업 - 미국예일대학교 경영대학원 경영학석사- 1995 유클릭 대표이사 - 2004 메리츠증권 대표이사 부회장,1954년 02월,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 임기만료일,"김 한 | 남 | 1954년 02월 | 회장 | 등기임원 | 상근 | 업무전반 | - 서울대학교 기계공학과 졸업 - 미국예일대학교 경영대학원 경영학석사- 1995 유클릭 대표이사 - 2004 메리츠증권 대표이사 부회장 | 40,800 | - | 신임(2013.07.01) | 2016년 03월 31일",2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),김두경,사외이사,등기임원,비상근,리스크관리위원회위원장이사회운영위원회,- 서울대학교 응용수학과 졸업- Johns Hopkins Univ. 대학원 졸업 (경제학 석사)- 2007 전국은행연합회 상무이사(前) - 2010 금융연수원 전문자문교수(前)- 2012 SK하이닉스(주) 사외이사(現),1949년 10월,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 임기만료일,"김두경 | 남 | 1949년 10월 | 사외이사 | 등기임원 | 비상근 | 리스크관리위원회위원장이사회운영위원회 | - 서울대학교 응용수학과 졸업- Johns Hopkins Univ. 대학원 졸업 (경제학 석사)- 2007 전국은행연합회 상무이사(前) - 2010 금융연수원 전문자문교수(前)- 2012 SK하이닉스(주) 사외이사(現) | 8,345 | - | 신임(2013.07.01)중임(2014.03.20) | 2015년 03월 31일",2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),최준근,사외이사,등기임원,비상근,감사위원회위원장이사회운영위원회,- 부산대학교 전기공학과 졸업- 2009 한국HP 대표이사 사장(前),1953년 02월,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 임기만료일,"최준근 | 남 | 1953년 02월 | 사외이사 | 등기임원 | 비상근 | 감사위원회위원장이사회운영위원회 | - 부산대학교 전기공학과 졸업- 2009 한국HP 대표이사 사장(前) | 4,590 | - | 신임(2013.07.01)중임(2014.03.20) | 2015년 03월 31일",2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),이종화,사외이사,등기임원,비상근,경영발전보상위원회리스크관리위원회,- Utah State Univ. 경영학과 졸업- 1986 아시아개발은행 선임 투자담당관(前)- 2009 한국외환연구원 부원장(現),1953년 06월,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 임기만료일,이종화 | 남 | 1953년 06월 | 사외이사 | 등기임원 | 비상근 | 경영발전보상위원회리스크관리위원회 | - Utah State Univ. 경영학과 졸업- 1986 아시아개발은행 선임 투자담당관(前)- 2009 한국외환연구원 부원장(現) | 670 | - | 신임(2013.07.01) | 2015년 03월 31일,2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),강효석,사외이사,등기임원,비상근,경영발전보상위원회감사위원회,- 서울대학교 심리학과 졸업- 미국 오하이오주립대학교 경영대학원 재무학과(경영학박사)- 1985 한국외국어대학교 경영학부 교수(現),1954년 01월,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 임기만료일,강효석 | 남 | 1954년 01월 | 사외이사 | 등기임원 | 비상근 | 경영발전보상위원회감사위원회 | - 서울대학교 심리학과 졸업- 미국 오하이오주립대학교 경영대학원 재무학과(경영학박사)- 1985 한국외국어대학교 경영학부 교수(現) | 340 | - | 신임(2013.07.01) | 2015년 03월 31일,2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),정창모,사외이사,등기임원,비상근,경영발전보상위원회감사위원회,- 서울대학교 경영학과 졸업- 2009 삼덕회계법인 공인회계사(現),1962년 07월,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 임기만료일,"정창모 | 남 | 1962년 07월 | 사외이사 | 등기임원 | 비상근 | 경영발전보상위원회감사위원회 | - 서울대학교 경영학과 졸업- 2009 삼덕회계법인 공인회계사(現) | 10,949 | - | 신임(2014.03.20) | 2015년 03월 31일",2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),이용신,사외이사,등기임원,비상근,리스크관리위원회,- 연세대학교 경제학과 졸업- 2007 한국은행 외화자금국장(前)- 2009 한국투자공사 준법감시인 겸 리스크관리본부장(前),1952년 11월,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 임기만료일,이용신 | 남 | 1952년 11월 | 사외이사 | 등기임원 | 비상근 | 리스크관리위원회 | - 연세대학교 경제학과 졸업- 2007 한국은행 외화자금국장(前)- 2009 한국투자공사 준법감시인 겸 리스크관리본부장(前) | - | - | 신임(2014.03.20) | 2016년 03월 31일,2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),윤재엽,비상임이사,등기임원,비상근,경영발전보상위원회위원장이사회운영위원회,- 경희대학교 경제학과 졸업- 연세대학교 경영대학원 졸업(석사)- 2011 삼양홀딩스 부사장(現),1954년 08월,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 임기만료일,윤재엽 | 남 | 1954년 08월 | 비상임이사 | 등기임원 | 비상근 | 경영발전보상위원회위원장이사회운영위원회 | - 경희대학교 경제학과 졸업- 연세대학교 경영대학원 졸업(석사)- 2011 삼양홀딩스 부사장(現) | 670 | - | 신임(2013.07.01) | 2015년 03월 31일,2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),임용택,비상임이사,등기임원,비상근,-,- 성균관대학교 영문학과 졸업- 2011 JB우리캐피탈 사장(現),1952년 03월,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 임기만료일,"임용택 | 남 | 1952년 03월 | 비상임이사 | 등기임원 | 비상근 | - | - 성균관대학교 영문학과 졸업- 2011 JB우리캐피탈 사장(現) | 5,207 | - | 신임(2013.07.01)중임(2014.03.20) | 2015년 03월 31일",2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),신창무,전무,미등기임원,상근,경영지원본부,- 서강대학교 정치외교학과 졸업- 2011 (주)페가수스프라이빗에퀴티 대표이사(前)- 2013 JB우리캐피탈 R&C 금융부문 상무(前)- 2014 JB우리캐피탈 기타비상무이사(現),1959년 04월,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 임기만료일,신창무 | 남 | 1959년 04월 | 전무 | 미등기임원 | 상근 | 경영지원본부 | - 서강대학교 정치외교학과 졸업- 2011 (주)페가수스프라이빗에퀴티 대표이사(前)- 2013 JB우리캐피탈 R&C 금융부문 상무(前)- 2014 JB우리캐피탈 기타비상무이사(現) | - | - | 신임(2014.01.01) | 2015년 12월 31일,2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),김종복,상무,미등기임원,상근,리스크관리본부,- 원광대학교 국사교육학과 졸업- 2008 전북은행 인사지원부장- 2011 전북은행 영업부장- 2013 전북은행 본부장(現),1960년 07월,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 임기만료일,"김종복 | 남 | 1960년 07월 | 상무 | 미등기임원 | 상근 | 리스크관리본부 | - 원광대학교 국사교육학과 졸업- 2008 전북은행 인사지원부장- 2011 전북은행 영업부장- 2013 전북은행 본부장(現) | 7,450 | - | 신임(2014.01.01) | 2014년 12월 31일",2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),송정식,사외이사,등기임원,비상근,감사위원회 위원장이사회운영위원회,- 고려대학교 통계학과 졸업- 2009 KTB투자증권 자문위원(前)- 2010 전진중공업 상근감사(前),1951년 08월,남,성 명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요 경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 비고,"송정식 | 남 | 1951년 08월 | 사외이사 | 등기임원 | 비상근 | 감사위원회 위원장이사회운영위원회 | - 고려대학교 통계학과 졸업- 2009 KTB투자증권 자문위원(前)- 2010 전진중공업 상근감사(前) | 10,949 | - | 신임(2013.07.01)퇴임(2014.03.20) | 임기만료",2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),,,,,,,,,성 명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요 경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 비고,"강대윤 | 남 | 1961년 05월 | 상무 | 미등기임원 | 상근 | 경영지원본부 | - 서울대학교 경영학과 졸업- 2008 KTIC글로벌투자자문 증권담당상무(前)- 2013 JB우리캐피탈 기타비상무이사(前)- 2010 전북은행 본부장(現) | 15,279 | - | 신임(2013.07.25)퇴임(2013.12.31)",2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
JB금융지주,2013,20140326000207,사업보고서 (2013.12),20140326,설립첫해(최소연도),,,,,,,,,성 명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요 경력 | 소유주식수·보통주 | 소유주식수·종류주 | 재직기간 | 비고,"김종만 | 남 | 1957년 02월 | 상무 | 미등기임원 | 상근 | 리스크관리본부 | - 전북대학교 수학과 졸업- 전북대학교 경영학박사- 2006 전북은행 총무팀장- 2009 전북은행 안행교지점장- 2011 전북은행 본부장(前) | 5,730 | - | 신임(2013.07.25)퇴임(2013.12.31)",2026-09-22T11:43:43+09:00,000,raw/document/20140326000207.zip,783dcb7d1ae63972048e761e70964362c1c6ac7fce30c537cc6f2b9237ae227f
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),손태승주1),회장,등기임원,상근,총괄,(학력) '78. 전주고 '83. 성균관대 법학과 '86. 서울대 법학대학원 석사 '00. 헬싱키경제경영대학원 석사 (약력) '14. 우리은행 자금시장사업단 상무 '14. 우리은행 글로벌사업본부 부행장 '15. 우리은행 글로벌그룹장 兼 글로벌사업본부 부행장 '17. 우리은행 글로벌부문장 兼 글로벌그룹 부행장 '17. 우리은행 은행장 現) 우리금융그룹 회장 兼 우리은행 은행장,1959.05,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"손태승주1) | 남 | 1959.05 | 회장 | 등기임원 | 상근 | 총괄 | (학력) '78. 전주고 '83. 성균관대 법학과 '86. 서울대 법학대학원 석사 '00. 헬싱키경제경영대학원 석사 (약력) '14. 우리은행 자금시장사업단 상무 '14. 우리은행 글로벌사업본부 부행장 '15. 우리은행 글로벌그룹장 兼 글로벌사업본부 부행장 '17. 우리은행 글로벌부문장 兼 글로벌그룹 부행장 '17. 우리은행 은행장 現) 우리금융그룹 회장 兼 우리은행 은행장 | 50,296 | - | - | 2019.01.11 ~ 현재 | -",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),노성태주2),사외이사,등기임원,비상근,사외이사 (이사회의장),(학력) '69. 서울대 경제학과 '83. 하버드대 대학원 경제학 석사 '84. 하버드대 대학원 경제학 박사 (약력) '05. 한국경제연구원 원장 '07. 한화생명 경제연구원장 現) 삼성꿈장학재단 이사장,1946.09,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"노성태주2) | 남 | 1946.09 | 사외이사 | 등기임원 | 비상근 | 사외이사 (이사회의장) | (학력) '69. 서울대 경제학과 '83. 하버드대 대학원 경제학 석사 '84. 하버드대 대학원 경제학 박사 (약력) '05. 한국경제연구원 원장 '07. 한화생명 경제연구원장 現) 삼성꿈장학재단 이사장 | 5,000 | - | - | 2019.01.11 ~ 현재 | -",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),박상용주2),사외이사,등기임원,비상근,사외이사,(학력) '73. 연세대 경영학과 '82. 뉴욕대 대학원 경영학 석사 '84. 뉴욕대 대학원 경영학 박사 (약력) '09. 연세대 경영대학장 兼 경영전문대학원장 '13. 공적자금관리위원회 민간위원장 現) 연세대 경영대학 명예교수,1951.02,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"박상용주2) | 남 | 1951.02 | 사외이사 | 등기임원 | 비상근 | 사외이사 | (학력) '73. 연세대 경영학과 '82. 뉴욕대 대학원 경영학 석사 '84. 뉴욕대 대학원 경영학 박사 (약력) '09. 연세대 경영대학장 兼 경영전문대학원장 '13. 공적자금관리위원회 민간위원장 現) 연세대 경영대학 명예교수 | 1,000 | - | - | 2019.01.11 ~ 현재 | -",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),정찬형주2),사외이사,등기임원,비상근,사외이사,(학력) '81. 고려대 경영학과 '84. 고려대 경영대학원 재무론 석사 (약력) '07. 한국투자신탁운용 대표이사 '15. 포스코기술투자 사장,1956.02,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"정찬형주2) | 남 | 1956.02 | 사외이사 | 등기임원 | 비상근 | 사외이사 | (학력) '81. 고려대 경영학과 '84. 고려대 경영대학원 재무론 석사 (약력) '07. 한국투자신탁운용 대표이사 '15. 포스코기술투자 사장 | 10,532 | - | - | 2019.01.11 ~ 현재 | -",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),전지평주2),사외이사,등기임원,비상근,사외이사,(학력) '88. 산서재경대 경제정부관리학과 '05. 홍콩대학 IMBA 석사 '05. 서남재경대학 MBA 석사 (약력) '04. 공상은행 쓰촨성 분행부행장 '08. 공상은행 중동유한회사/런던유한회사 이사 兼 총경리 現) 북경 FUPU DAOHE 투자관리유한회사 부총경리,1966.02,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,전지평주2) | 남 | 1966.02 | 사외이사 | 등기임원 | 비상근 | 사외이사 | (학력) '88. 산서재경대 경제정부관리학과 '05. 홍콩대학 IMBA 석사 '05. 서남재경대학 MBA 석사 (약력) '04. 공상은행 쓰촨성 분행부행장 '08. 공상은행 중동유한회사/런던유한회사 이사 兼 총경리 現) 북경 FUPU DAOHE 투자관리유한회사 부총경리 | - | - | - | 2019.01.11 ~ 현재 | -,2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),장동우주2),사외이사,등기임원,비상근,사외이사,(학력) '91. 한양대 법학과 (약력) '98. IMM 투자자문 대표 파트너 現) IMM 인베스트먼트 대표,1967.01,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,장동우주2) | 남 | 1967.01 | 사외이사 | 등기임원 | 비상근 | 사외이사 | (학력) '91. 한양대 법학과 (약력) '98. IMM 투자자문 대표 파트너 現) IMM 인베스트먼트 대표 | - | - | - | 2019.01.11 ~ 현재 | -,2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),배창식주1),비상임이사,등기임원,비상근,비상임이사,(학력) '88. 한국외국어대 무역학과 (약력) '14. 예금보험공사 청산회수2부장 '17. 예금보험공사 인재개발실장 現) 예금보험공사 인사지원부 부장책임역,1963.12,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,배창식주1) | 남 | 1963.12 | 비상임이사 | 등기임원 | 비상근 | 비상임이사 | (학력) '88. 한국외국어대 무역학과 (약력) '14. 예금보험공사 청산회수2부장 '17. 예금보험공사 인재개발실장 現) 예금보험공사 인사지원부 부장책임역 | - | - | 직원 | 2019.01.11 ~ 현재 | -,2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),최동수,부사장,미등기임원,상근,"경영지원총괄(고객정보관리인,신용정보관리/보호인)",(학력) '81. 광주대동고 '85. 중앙대 경제학과 '07. 고려대 경영대학원 경영학 석사 (약력) '15. 우리은행 중앙기업영업본부장 '16. 우리은행 금융소비자보호센터장 '17. 우리은행 본점영업부 영업본부장 '17. 우리은행 미래전략단 상무 '19. 兼)우리금융연구소 비상근감사 '19. 兼)우리펀드서비스 기타비상무이사 '19. 兼)우리신용정보 비상근감사,1962.09,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"최동수 | 남 | 1962.09 | 부사장 | 미등기임원 | 상근 | 경영지원총괄(고객정보관리인,신용정보관리/보호인) | (학력) '81. 광주대동고 '85. 중앙대 경제학과 '07. 고려대 경영대학원 경영학 석사 (약력) '15. 우리은행 중앙기업영업본부장 '16. 우리은행 금융소비자보호센터장 '17. 우리은행 본점영업부 영업본부장 '17. 우리은행 미래전략단 상무 '19. 兼)우리금융연구소 비상근감사 '19. 兼)우리펀드서비스 기타비상무이사 '19. 兼)우리신용정보 비상근감사 | 15,738 | - | - | 2019.01.11 ~ 현재 | 2020.02.29",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),박경훈,부사장,미등기임원,상근,"경영기획총괄 兼 WM총괄(내부회계관리자,공시책임자,전략기획·재무관리주요업무집행책임자)",(학력) '81. 동대부고 '86. 서울대 국제경제학과 (약력) '15. 우리은행 전략기획부 부장대우 '15. 우리은행 경영기획단 영업본부장대우 '17. 우리은행 본점1기업영업본부장 '17. 우리은행 글로벌그룹 상무 '19. 兼)우리금융연구소 기타비상무이사 '19. 兼)우리카드 기타비상무이사 '19. 兼)우리자산신탁 기타비상무이사,1962.12,남,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"박경훈 | 남 | 1962.12 | 부사장 | 미등기임원 | 상근 | 경영기획총괄 兼 WM총괄(내부회계관리자,공시책임자,전략기획·재무관리주요업무집행책임자) | (학력) '81. 동대부고 '86. 서울대 국제경제학과 (약력) '15. 우리은행 전략기획부 부장대우 '15. 우리은행 경영기획단 영업본부장대우 '17. 우리은행 본점1기업영업본부장 '17. 우리은행 글로벌그룹 상무 '19. 兼)우리금융연구소 기타비상무이사 '19. 兼)우리카드 기타비상무이사 '19. 兼)우리자산신탁 기타비상무이사 | 16,000 | - | - | 2019.01.11 ~ 현재 | 2020.02.29",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
우리금융지주,2019,20200330004490,사업보고서 (2019.12),20200330,설립첫해(지정),정종숙,전무,미등기임원,상근,WM업무담당,(학력) '81. 충주여상 '12. 방송통신대 경영학과 '15. 연세대행정대학원 행정학과 석사 (약력) '15. 우리은행 종로영업본부 본부장 '16. 우리은행 강남2영업본부 본부장 '17. 우리은행 WM그룹 상무 '18. 우리은행 WM그룹 집행부행장보 '19. 兼)우리은행 집행부행장보,1962.11,여,성명 | 성별 | 출생년월 | 직위 | 등기임원여부 | 상근여부 | 담당업무 | 주요경력 | 소유주식수·의결권있는 주식 | 소유주식수·의결권없는 주식 | 최대주주와의관계 | 재직기간 | 임기만료일,"정종숙 | 여 | 1962.11 | 전무 | 미등기임원 | 상근 | WM업무담당 | (학력) '81. 충주여상 '12. 방송통신대 경영학과 '15. 연세대행정대학원 행정학과 석사 (약력) '15. 우리은행 종로영업본부 본부장 '16. 우리은행 강남2영업본부 본부장 '17. 우리은행 WM그룹 상무 '18. 우리은행 WM그룹 집행부행장보 '19. 兼)우리은행 집행부행장보 | 5,005 | - | - | 2019.07.01 ~ 현재 | 2020.02.29",2026-09-16T11:04:51+09:00,000,raw/document/20200330004490.zip,10fb2f3cff15eba2d5974129ca2bdbcb0bf3bb0fe8a7755d920b8f4f75d319ca
